"","x"
"18212","This! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18213","THAT cute coral top"
"18214","This!"
"18215","I love THAT!"
"18216","THIS lace trim cami please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18217","THIS  please ."
"18218","This lace trim :) xxx"
"18219","THAT coral top please! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>#WINIT"
"18220","THAT cute coral top for my wife please."
"18221","THIS lace cami super cute"
"18222","THIS lace trim cami <3 <3 <3"
"18223","Lace Trim Cami<ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"18224","Coral top x"
"18225","THAT coral top <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+2764>"
"18226","Love both, but would choose THAT cute coral top x x"
"18227","THIS very pretty for the summer <U+2600><U+FE0F>"
"18228","Love white lace trim top!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18229","<ed><U+00A0><U+00BD><ed><U+00B2><U+009B> this lace trim cami"
"18230","<U+2764><U+FE0F> THIS lace trim cami #WINIT"
"18231","This."
"18232","THIS lace trim cami"
"18233","THIS lace trim cami <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT <ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"18234","This :)"
"18235","both are nice but love that outfit."
"18236","THAT Cute coral top"
"18237","Lace trim Cami!"
"18238","THAT <ed><U+00A0><U+00BC><ed><U+00BD><U+0091>"
"18239","THIS <U+263A><U+FE0F>"
"18240","THAT! A really lovely colour too! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #winit"
"18241","THAT coral top, but both r gorgeous.x"
"18242","That Coral - great colour for summer!"
"18243","Both! But love the lace trim cami"
"18244","THIS I love white tops in the summer x"
"18245","This lace trim cami <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18246","This lace cami <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"18247","Definitely lace trim cami <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18248","<3 THIS #WINIT"
"18249","THIS <U+2764>"
"18250","THIS great all round top for summer"
"18251","That Lace Cami would be perfect for Summer #WINIT"
"18252","Love THAT cute coral top! <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"18253","This! <U+2764><U+FE0F>"
"18254","'That' coral top for me! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BC><U+009E>"
"18255","THAT - gorgeous!"
"18256","coral top :)"
"18257","This, Fantastic Liked and Shared Thanks for the chance"
"18258","The lace cami is soooo cute <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"18259","<U+2764><U+FE0F> the cute coral totes my fav lovely for summertime xx"
"18260","I <3 THAT"
"18261","That <U+2764><U+FE0F>"
"18262","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18263","That please"
"18264","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>"
"18265","This. <U+2764>"
"18266","Cute Coral Top <ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"18267","This lace trim Cami!"
"18268","Lace but would wear  either"
"18269","This lace top please! <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"18270","THIS please!"
"18271","Love THAT such summery style xx"
"18272","THIS lace trim cami <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> x"
"18273","That please!"
"18274","This!"
"18275","I would go for the white top"
"18276","THAT cute coral top"
"18277","THIS lace cami - so pretty!  <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"18278","This. I already have ""that"" !!<ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"18279","That,  love the top!!!"
"18280","Love the lace trim, so stylish x"
"18281","THIS lace trim cami is lovely <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"18282","Hard one <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>. This <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>"
"18283","The coral top is so pretty! Gianina Cozaciuc <U+2764><U+FE0F>"
"18284","I love the white lace trim top. So versatile"
"18285","This x <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"18286","Coral top<U+2764>"
"18287","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"18288","That. <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"18289","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"18290","Cute coral top <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18291","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"18292","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18293","Lace trim cami"
"18294","THIS Lace trim cami"
"18295","THAT cute coral top <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><U+2600><U+FE0F>"
"18296","This lace trim cami"
"18297","THAT looks great!"
"18298","THIS love love love THIS"
"18299","THIS lace trim cami. <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"18300","THIS lace trim cami X"
"18301","THIS! Gorgeous! X"
"18302","This please xxx"
"18303","Coral - my favourite summer colour <U+2609> #winit"
"18304","THIS"
"18305","Both suit me !! Choose THIS with the khaki"
"18306","This please"
"18307","THAT. Love coral <U+2764><U+FE0F>"
"18308","Love THAT!"
"18309","coral top"
"18310","Lace trim cami is fab <U+2764>"
"18311","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"18312","lace trim cami"
"18313","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18314","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18315","That please"
"18316","Love THIS"
"18317","This lace for me.  Liked and shared"
"18318","That coral is stunning"
"18319","Love This outfit"
"18320","The cute coral one"
"18321","Definitely this <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"18322","THIS lace top is soo pretty  <U+2600><U+FE0F>"
"18323","This x"
"18324","THIS x"
"18325","THAT coral top, so pretty xx"
"18326","THIS lace trim cami!! Love it #WINIT"
"18327","That :-) love the coral colour :-)"
"18328","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18329","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"18330","This <U+2764>"
"18331","That <U+2764>"
"18332","#That"
"18333","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18334","This!!!! Xxx"
"18335","THIS Lace trim cami ...."
"18336","THIS lace trim cami is gorgeous! <U+2764><U+FE0F><U+FE0F>"
"18337","THIS lace trim please :)"
"18338","Love the lace trim cami!!! Time to bare those sexy shoulders!!"
"18339","THIS lace trim cami!! Xxx"
"18340","THIS please"
"18341","That! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18342","This please"
"18343","THAT <3 #winit"
"18344","This x"
"18345","That <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"18346","<U+2764> both but this is my fav x"
"18347","THAT!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"18348","This x"
"18349","This!! #WINIT"
"18350","The lace trim cami please Sharon Letmon"
"18351","That coral top"
"18352","That x cute"
"18353","Definitely this <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"18354","Love the coral top xx"
"18355","THAT cute coral top"
"18356","This. But like that too.x"
"18357","Cute coral top, gorgeous colour xxx"
"18358","This lace trim cami"
"18359","I prefer the lace trim cami x"
"18360","That cutie coral top"
"18361","That cute coral top"
"18362","This lace trim cami! <ed><U+00A0><U+00BC><ed><U+00BC><U+00BC>"
"18363","This lace trim cami <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18364","THIS lace trim Cami"
"18365","That looks great and ideal for this weather <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"18366","This lace trim cami is really gorgeous! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18367","That <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>"
"18368","Coral top <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"18369","This <U+2764><U+2764>"
"18370","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"18371","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18372","The white lace cami top. Fresh for the summer"
"18373","THIS off the shoulder top, stylish"
"18374","THIS lace trim cami - but both are gorgeous <3"
"18375","THIS lace trim cami for my lady please :)"
"18376","This - cami x"
"18377","That!"
"18378","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"18379","That!"
"18380","That ..."
"18381","Love cute coral top"
"18382","THAT x"
"18383","THIS #WINIT"
"18384","THAT #WINIT <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18385","This!"
"18386","THIS! pretty please <U+263A>"
"18387","THIS lace cami please"
"18388","This!"
"18389","THAT coral top! Xox"
"18390","I prefer THIS lace trim cami"
"18391","THIS lace trim cami <ed><U+00A0><U+00BC><ed><U+00BF><U+009D>"
"18392","This love the white cami love wearing white in summer x"
"18393","This! Love a bit of white in the summer"
"18394","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"18395","THIS <U+2764><U+FE0F>"
"18396","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"18397","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"18398","Love THAT top <U+2764><U+FE0F>"
"18399","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18400","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"18401","That please"
"18402","THAT coral top, lovely"
"18403","I would love THIS top!"
"18404","That cute coral top"
"18405","Love them both!!  Lace trim cami in white please<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18406","This"
"18407","This minus the shoes"
"18408","This! Please!"
"18409","THIS is lovely x"
"18410","This lace trim cami is amazing!"
"18411","That"
"18412","#that would be perfect for my honeymoon in <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9>"
"18413","This definitely"
"18414","THIS lace <U+2665><U+FE0F>"
"18415","THAT coral top <U+2764><U+FE0F>"
"18416","This lace trim top!"
"18417","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18418","That please"
"18419","Lace trim cami"
"18420","Lace pls"
"18421","White one <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"18422","THAT! <U+2764><U+FE0F>"
"18423","White lace one #WINIT"
"18424","THIS  <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18425","Lace trim cami <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>"
"18426","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18427","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><U+2600><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+0097>"
"18428","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18429","THIS! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18430","THIS lace trim cami"
"18431","THIS lace trim cami please!"
"18432","THIS lace trim cami"
"18433","Love this lace trim cami <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18434","THIS lace trim cami #WinIt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18435","That!! #WINIT"
"18436","THIS please #winit"
"18437","love this the lace trim cami"
"18438","that coral top please"
"18439","THIS lace trim cami please <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"18440","THIS please"
"18441","That pls"
"18442","White and coral"
"18443","This please <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"18444","That x"
"18445","THIS <3"
"18446","Loving This x"
"18447","That! <ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>"
"18448","THIS x"
"18449","That x"
"18450","That"
"18451","THAT <U+2764><U+FE0F>"
"18452","#this #winit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18453","Lace trim cami please :)"
"18454","That! <U+2600><U+FE0F>"
"18455","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18456","That.x"
"18457","That! <U+2764>"
"18458","Lace trim cami <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18459","THIS lace cami, so pretty"
"18460","Love THIS lace trim cami. #WINIT <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"18461","That #winit pleeeease :)"
"18462","THIS"
"18463","THAT"
"18464","THIS lace trim cami looks lovely"
"18465","I'd love to win the white lace top :)"
"18466","This for sure! So pretty :)"
"18467","This.the white lace trim cami"
"18468","The white cami"
"18469","This :)"
"18470","That coral top"
"18471","love  THIS lace trim cami"
"18472","THIS lace trim cami"
"18473","That is my favourite <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18474","This!"
"18475","Winit I love This"
"18476","Love <U+2764><U+FE0F> that #winit"
"18477","Love THAT coral top."
"18478","THIS lace cami"
"18479","THIS lace trim cami"
"18480","THAT cute coral top"
"18481","THIS lace trim cami"
"18482","This lace cami"
"18483","THIS lace trim cami <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18484","THAT <3 <3 <3 <3"
"18485","That cute coral top <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"18486","This"
"18487","THIS white top!"
"18488","That"
"18489","THIS"
"18490","That"
"18491","THIS lace Cami <U+2764><U+FE0F>"
"18492","This please"
"18493","I <U+2764><U+FE0F> THIS lace trim Cami <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"18494","This please <ed><U+00A0><U+00BD><ed><U+00B2><U+0093>"
"18495","The coral top <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"18496","#WINIT This Lace  trim Cami <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"18497","Love that!"
"18498","Cute coral top <3"
"18499","Love THIS, so pretty <U+263A><U+FE0F>"
"18500","That  x"
"18501","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18502","This <U+2764><U+FE0F>"
"18503","this <U+2764><U+FE0F>"
"18504","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18505","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"18506","Love the lace"
"18507","THIS"
"18508","that"
"18509","This"
"18510","THIS is More my style"
"18511","I love That !  thank you Natalie Wallace xxx"
"18512","THIS lace trim cami"
"18513","That outfit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18514","This!"
"18515","This lace trim cami #WINIT"
"18516","That"
"18517","THIS"
"18518","This x"
"18519","THAT!"
"18520","That x"
"18521","This lace"
"18522","THIS lace trim cami please <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"18523","Loved liked and shared x THIS for sure x"
"18524","This <ed><U+00A0><U+00BD><ed><U+00B1><U+009A><U+263A><U+FE0F>"
"18525","THIS <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"18526","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18527","Lace trim"
"18528","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18529","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"18530","THIS"
"18531","That"
"18532","Cami"
"18533","THAT"
"18534","That"
"18535","THIS lace cami is so cute xx"
"18536","THIS"
"18537","That"
"18538","Lace trim <U+2764><U+FE0F>"
"18539","This"
"18540","Love that x gorgeous x shared x"
"18541","This"
"18542","This"
"18543","Both"
"18544","This"
"18545","THAT pls <3"
"18546","This"
"18547","THIS"
"18548","This"
"18549","That"
"18550","THAT"
"18551","This"
"18552","this please love the style"
"18553","That is fab. Love it!"
"18554","This"
"18555","THIS lace trim cami !!"
"18556","that"
"18557","this"
"18558","This"
"18559","Both"
"18560","This"
"18561","Love the coral top <U+263A><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"18562","THIS"
"18563","This"
"18564","THIS"
"18565","That"
"18566","Pink one plz x"
"18567","That"
"18568","This"
"18569","This"
"18570","THIS"
"18571","THAT"
"18572","This"
"18573","This"
"18574","That"
"18575","That"
"18576","This"
"18577","This"
"18578","This"
"18579","This"
"18580","That"
"18581","This"
"18582","This please x"
"18583","That"
"18584","This"
"18585","That"
"18586","This"
"18587","This"
"18588","THIS"
"18589","This"
"18590","THAT"
"18591","This"
"18592","THIS"
"18593","THIS"
"18594","This! <ed><U+00A0><U+00BC><ed><U+00BC><U+009F>"
"18595","This"
"18596","THAT"
"18597","That"
"18598","This"
"18599","that........"
"18600","THAT"
"18601","THIS"
"18602","This"
"18603","That"
"18604","THAT"
"18605","THAT"
"18606","That"
"18607","That"
"18608","This"
"18609","Both"
"18610","That"
"18611","This"
"18612","THIS"
"18613","This"
"18614","Lace trim cami <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"18615","Love the white lace cami
Liked & shared."
"18616","THIS"
"18617","THIS"
"18618","That"
"18619","This"
"18620","THIS"
"18621","That"
"18622","This"
"18623","That"
"18624","THIS"
"18625","That"
"18626","THIS"
"18627","THIS"
"18628","This"
"18629","This"
"18630","THAT"
"18631","That"
"18632","Nicolle Walsh 2 that I don't have <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"18633","That"
"18634","This"
"18635","This"
"18636","This"
"18637","THAT"
"18638","That"
"18639","THAT"
"18640","THAT"
"18641","That"
"18642","THAT"
"18643","THIS"
"18644","That"
"18645","This"
"18646","That"
"18647","This"
"18648","THIS"
"18649","This"
"18650","This"
"18651","THAT"
"18652","Love this<U+2764>"
"18653","THAT"
"18654","this"
"18655","This"
"18656","THAT"
"18657","This"
"18658","This"
"18659","That"
"18660","This"
"18661","This"
"18662","THAT"
"18663","This"
"18664","This"
"18665","This"
"18666","THIS"
"18667","THIS"
"18668","That"
"18669","THAT"
"18670","Love THIS x"
"18671","that"
"18672","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>. Liked and shared. Lyndsey Green xx"
"18673","coral top"
"18674","That"
"18675","That"
"18676","crisp clean white looks perfect"
"18677","THIS"
"18678","THIS"
"18679","I love #THAt lace trim Cami its pretty and can be dressed up."
"18680","THIS"
"18681","Lace trim cami"
"18682","I like them both, but prefer the brunette."
"18683","Love THIS lace Cami, very chic for summer! <U+2600><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B5><U+00B6>"
"18684","This! Perfect little summer top <U+2600><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"18685","The lovely white top."
"18686","THAT cute coral top for me!"
"18687","This lace top cami!"
"18688","This lace trimmed cami"
"18689","Love to win THIS lace Cami top xx"
"18690","This lace trim cami! Thanks x"
"18691","I love the THAT coral top"
"18692","This !!! Gorgeous and classic white and khaki"
"18693","Lace trim :) (not got the skin tone to pull of coral!)"
"18694","THIS lace trim cami please! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"18695","The lace trim cami is gorgeous!"
"18696","Definitely THIS! <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"18697","This!"
